classic,pos
clatter,neg
clean,pos
cleanliness,pos
cleanse,pos
clear,pos
clearness,pos
clever,pos
clique,neg
clog,neg
close,neg
closeness,pos
clout,pos
club,neg
clumsy,neg
clutter,neg
coarse,neg
coarseness,neg
coax,pos
cockiness,neg
cocky,neg
coddle,pos
coerce,neg
coercion,neg
coercive,neg
coexistence,pos
cogent,pos
cognizance,pos
cognizant,pos
coherent,pos
cohesion,pos
cohort,pos
coincident,pos
cold,neg
collaborate,pos
collaboration,pos
collapse,neg
colleague,pos
collide,neg
collision,neg
collusion,neg
colony,neg
colossal,pos
combat,neg
combatant,neg
comeback,pos
comedy,pos
comely,pos
comestible,pos
comfort,pos
comfortable,pos
comic,pos
comical,pos
commemorate,pos
commemoration,pos
commencement,pos
commend,pos
commendable,pos
commendation,pos
commensurate,pos
commiseration,neg
commission,pos
commit,neg
commitment,pos
commodious,pos
common,pos
commoner,neg
commonplace,neg
commonsense,pos
commotion,neg
communal,pos
commune,pos
communicate,pos
communicative,pos
communion,pos
community,pos
companion,pos
companionship,pos
company,pos
compassion,pos
compassionate,pos
compatible,pos
compel,neg
compensate,pos
compensation,pos
compete,neg
competence,pos
competency,pos
competent,pos
competition,neg
competitive,neg
competitor,neg
complain,neg
complaint,neg
complement,pos
complementary,pos
complete,pos
completeness,pos
completion,pos
complex,neg
complexity,neg
compliance,pos
complicate,neg
complication,neg
complicity,neg
compliment,pos
composure,pos
comprehend,pos
comprehension,pos
comprehensive,pos
compromise,pos
compulsion,neg
conceal,neg
conceit,neg
concern,neg
concession,pos
conclusive,pos
concur,pos
condemn,neg
condemnation,neg
condescending,neg
condescension,neg
condone,pos
conducive,pos
confederation,pos
confer,pos
confess,neg
confession,neg
confidant,pos
confide,pos
confidence,pos
confident,pos
confine,neg
confinement,neg
confiscate,neg
confiscation,neg
conflict,neg
confound,neg
confront,neg
confrontation,neg
confuse,neg
confusion,neg
congenial,pos
congested,neg
congestion,neg
congratulate,pos
congratulation,pos
congratulatory,pos
congregate,pos
conjunction,pos
conjure,pos
connect,pos
conquer,pos
conqueror,pos
conquest,pos
conscience,pos
conscientious,pos
consensus,pos
consent,pos
conserve,pos
consider,pos
considerate,pos
consideration,pos
consign,pos
consistency,pos
consistent,pos
console,pos
consolidate,pos
conspiracy,neg
conspirator,neg
conspire,neg
constancy,pos
consternation,neg
constrain,neg
constraint,neg
constructive,pos
consult,pos
consultation,pos
consummate,pos
consumptive,neg
contact,pos
contagious,neg
contaminate,neg
contamination,neg
contempt,neg
contemptible,neg
contemptuous,neg
contend,neg
content,pos
contentment,pos
continuity,pos
contradict,neg
contradiction,neg
contradictory,neg
contrary,neg
contribute,pos
contribution,pos
contributor,pos
controversial,neg
controversy,neg
convene,pos
convict,neg
conviction,pos
convince,pos
cool,neg
coolness,neg
cooperate,pos
cooperation,pos
cooperative,pos
coordinate,pos
coordination,pos
cordial,pos
correct,pos
correction,pos
corrode,neg
corrosion,neg
corrosive,neg
corrupt,neg
corruption,neg
cost,neg
costliness,neg
costly,neg
council,pos
counsel,pos
counteract,neg
counteraction,neg
counterfeit,neg
courage,pos
courageous,pos
courteous,pos
courtesy,pos
courtly,pos
covenant,pos
covert,neg
covet,neg
coward,neg
cozy,pos
crafty,neg
cram,neg
cramp,neg
cranky,neg
crass,neg
crave,neg
crawl,neg
craze,neg
craziness,neg
crazy,neg
create,pos
creative,pos
creativity,pos
credentials,pos
credibility,pos
credible,pos
credit,pos
credulous,neg
crime,neg
criminal,neg
cringe,neg
cripple,neg
crisis,neg
critic,neg
criticize,neg
croak,neg
crook,neg
crooked,neg
cross,neg
crude,neg
cruel,neg
cruelty,neg
crumble,neg
crumple,neg
crusade,pos
crusader,pos
crush,neg
crushing,neg
cuddle,pos
culminate,pos
culmination,pos
culpable,neg
culprit,neg
cultivate,pos
cultivation,pos
culture,pos
cumbersome,neg
cupid,pos
cure,pos
curse,neg
cursory,neg
curt,neg
curtail,neg
curtsey,pos
cut,neg
cute,pos
cynical,neg
cynicism,neg
damage,neg
damn,neg
damnable,neg
damned,neg
dance,pos
danger,neg
dangerous,neg
dare,pos
daring,pos
dark,neg
darken,neg
darkness,neg
darling,pos
darn,neg
daunting,neg
dauntless,pos
dawdle,neg
dawn,pos
daze,neg
dazzle,pos
dead,neg
deadlock,neg
deadly,neg
deadweight,neg
deaf,neg
deafness,neg
deal,pos
deal,neg
dear,pos
dearth,neg
death,neg
debatable,neg
debtor,neg
decadence,neg
decadent,neg
decay,neg
decease,neg
deceit,neg
deceitful,neg
deceive,neg
decency,pos
decent,pos
deception,neg
deceptive,neg
decipher,pos
decline,neg
decompose,neg
decorate,pos
decoration,pos
decorative,pos
decrease,neg
dedicate,pos
dedication,pos
deduce,pos
defame,neg
default,neg
defeat,neg
defect,neg
defective,neg
defend,pos
defendant,neg
defender,pos
defense,pos
defensive,neg
deference,pos
defiance,neg
defiant,neg
deficiency,neg
deficient,neg
deficit,neg
defile,neg
definitive,pos
defy,neg
degenerate,neg
degrade,neg
dejected,neg
delay,neg
delicacy,pos
delicate,pos
delight,pos
delightful,pos
delinquency,neg
delinquent,neg
delirium,neg
deluge,neg
delusion,neg
demean,neg
demise,neg
demolish,neg
demon,neg
demoralize,neg
denial,neg
denounce,neg
dent,neg
deny,neg
dependability,pos
dependable,pos
dependent,neg
deplete,neg
deplorable,neg
deplore,neg
depose,neg
depraved,neg
depreciate,neg
depreciation,neg
depress,neg
depression,neg
deprive,neg
deride,neg
derision,neg
derisive,neg
derogatory,neg
descry,pos
desert,neg
desertion,neg
deserve,pos
deservedly,pos
desirable,pos
desire,neg
desirous,pos
desolate,neg
desolation,neg
despair,neg
desperate,neg
desperation,neg
despicable,neg
despise,neg
destitute,neg
destroy,neg
destruction,neg
destructive,neg
detachment,neg
detain,neg
deter,neg
deterrent,neg
detest,neg
detestable,neg
detract,neg
detrimental,neg
devastate,neg
devastation,neg
deviate,neg
deviation,neg
devil,neg
devilish,neg
devious,neg
devoid,neg
devote,pos
devotion,pos
devout,pos
dexterity,pos
diabolic,neg
diabolical,neg
dictate,neg
dictatorial,neg
differ,neg
difficult,neg
difficulty,neg
dig,pos
dignified,pos
dignify,pos
dignity,pos
dilemma,neg
diligent,pos
dim,neg
din,neg
dire,neg
dirt,neg
dirty,neg
disable,neg
disadvantage,neg
disadvantageous,neg
disagreeable,neg
disagreement,neg
disappoint,neg
disappointment,neg
disapproval,neg
disapprove,neg
disarm,neg
disaster,neg
disastrous,neg
disavow,neg
disavowal,neg
disbelief,neg
discern,pos
discharge,neg
disclaim,neg
discomfort,neg
disconcerted,neg
discontent,neg
discord,neg
discordant,neg
discourage,neg
discouragement,neg
discredit,neg
discreet,pos
discrepant,neg
discretion,pos
discriminate,neg
discuss,pos
disdain,neg
disease,neg
diseased,neg
disgrace,neg
disguise,neg
disgust,neg
dishearten,neg
dishonest,neg
dishonor,neg
disingenuous,neg
disinterest,neg
dislike,neg
dismal,neg
dismiss,neg
disobedience,neg
disobedient,neg
disorder,neg
disorganized,neg
dispel,neg
dispensability,neg
dispense,neg
displace,neg
displease,neg
displeasure,neg
disposal,neg
dispose,neg
disproportionate,neg
disprove,neg
disputable,neg
dispute,neg
disregard,neg
disrupt,neg
disruption,neg
dissatisfaction,neg
dissatisfied,neg
dissatisfy,neg
dissent,neg
dissention,neg
dissolution,neg
distinct,pos
distinction,pos
distinctive,pos
distinguish,pos
distinguished,pos
distort,neg
distortion,neg
distract,neg
distracting,neg
distraction,neg
distress,neg
distrustful,neg
disturb,neg
disturbance,neg
diversion,neg
divert,neg
divide,neg
divine,pos
divinity,pos
division,neg
divorce,neg
dizzy,neg
doldrums,neg
dominance,pos
dominate,neg
domination,neg
donate,pos
donation,pos
doom,neg
doomsday,neg
dope,neg
dote,pos
double,neg
doubt,neg
doubtful,neg
doubtless,pos
downcast,neg
downfall,neg
downhearted,neg
drab,neg
drag,neg
dread,neg
dreadful,neg
dreamland,pos
dreary,neg
drive,neg
droop,neg
drop,neg
drought,neg
drown,neg
drowsiness,neg
drowsy,neg
drunk,neg
drunkard,neg
drunken,neg
dubious,neg
dull,neg
dumb,neg
dump,neg
dunce,neg
dungeon,neg
durability,pos
durable,pos
duty,neg
dwindle,neg
dying,neg
dynamic,pos
eager,pos
eagerness,pos
earnest,pos
earnestness,pos
ease,pos
easy,pos
eccentric,neg
eccentricity,neg
economize,pos
ecstasy,pos
ecstatic,pos
edge,neg
edible,pos
educated,pos
education,pos
educational,pos
effective,pos
effectiveness,pos
efficacy,pos
efficiency,pos
efficient,pos
egotistical,neg
elaborate,pos
elaboration,pos
elate,pos
elegance,pos
elegant,pos
eliminate,neg
elimination,neg
eloquent,pos
embarrass,neg
embarrassment,neg
embellish,pos
embrace,pos
emergency,neg
eminence,pos
eminent,pos
empathy,pos
empower,pos
empowerment,pos
empty,neg
enable,pos
enchant,pos
enchantment,pos
encourage,pos
encouragement,pos
encroach,neg
encroachment,neg
endanger,neg
endear,pos
endorse,pos
endow,pos
endurance,pos
enemy,neg
energetic,pos
energize,pos
enforce,neg
engage,pos
engulf,neg
enhance,pos
enhancement,pos
enjoy,pos
enjoyable,pos
enjoyment,pos
enlighten,pos
enlightenment,pos
enrage,neg
enrich,pos
enrichment,pos
ensemble,pos
enslave,neg
ensure,pos
entangle,neg
entanglement,neg
entertain,pos
entertainment,pos
enthusiasm,pos
enthusiastic,pos
entreat,neg
entrepreneurial,pos
entrust,pos
envious,neg
envision,pos
envy,neg
epidemic,neg
epithet,neg
equality,pos
equitable,pos
equity,pos
equivocal,neg
eradicate,neg
erase,neg
erode,neg
erosion,neg
err,neg
erroneous,neg
error,neg
esoteric,neg
essential,pos
establish,pos
esteem,pos
estranged,neg
ethical,pos
ethics,pos
etiquette,pos
evade,neg
evasion,neg
even,pos
even,neg
everlasting,pos
evict,neg
evil,neg
exact,pos
exaggeration,neg
exalt,pos
exasperate,neg
exasperation,neg
excel,pos
excellence,pos
excellent,pos
exception,neg
excess,neg
excessive,neg
excite,pos
excited,pos
excitedness,pos
excitement,pos
exclude,neg
exclusion,neg
excommunication,neg
execute,neg
exempt,neg
exertion,pos
exhaust,neg
exhaustion,neg
exhilaration,pos
exile,neg
exit,neg
exotic,pos
expedient,neg
expel,neg
expense,neg
expensive,neg
experience,pos
expert,pos
explode,neg
exploit,neg
explosion,neg
explosive,neg
expose,neg
exquisite,pos
exterminate,neg
extermination,neg
extinct,neg
extinguish,neg
extol,pos
extraordinary,pos
extravagance,pos
extravagant,neg
exuberance,pos
exuberant,pos
exult,pos
exultation,pos
eye,pos
fabricate,neg
fabrication,neg
fabulous,pos
facilitate,pos
factual,pos
fail,neg
failure,neg
faint,neg
fair,pos
fairness,pos
faith,pos
faithful,pos
faithfulness,pos
fake,neg
fall,neg
fallacy,neg
fallout,neg
false,neg
falsehood,neg
falter,neg
fame,pos
familiar,pos
familiarity,pos
familiarize,pos
famine,neg
famished,neg
famous,pos
fanatic,neg
fanatical,neg
fancy,pos
fantastic,pos
fantasy,pos
farce,neg
farsighted,pos
fascination,pos
fascist,neg
fashionable,pos
fat,neg
fatal,neg
fatalistic,neg
fatigue,neg
fault,neg
favor,pos
favorable,pos
favorite,pos
fear,neg
fearful,neg
fearless,pos
fearsome,neg
feasible,pos
feast,pos
fed,neg
feeble,neg
feign,neg
feint,neg
fellow,pos
fellowship,pos
ferocious,neg
ferocity,neg
fertile,pos
fervent,pos
fervor,pos
festival,pos
festive,pos
festivity,pos
feud,neg
feudal,neg
fever,neg
feverish,neg
fiasco,neg
fickle,neg
fidelity,pos
fidget,neg
fiend,neg
fierce,neg
fiery,pos
fight,neg
fighter,neg
filial,pos
fill,pos
filth,neg
filthy,neg
fine,pos
fine,neg
fire,neg
firmness,pos
fist,neg
fit,pos
fitness,pos
fix,neg
flagrant,neg
flair,pos
flashy,pos
flatter,pos
flattery,pos
flaunt,pos
flaw,neg
flawless,pos
fled,neg
flee,neg
fleeting,neg
flexible,pos
flimsy,neg
flirt,pos
floor,neg
flounder,neg
flourish,pos
fluent,pos
foe,neg
foible,neg
fond,pos
fondness,pos
fool,neg
foolish,neg
foolishness,neg
forbid,neg
forbidden,neg
force,neg
foreboding,neg
foreign,neg
foremost,pos
foresight,pos
forfeit,neg
forgave,pos
forgetfulness,neg
forgive,pos
forgiven,pos
forgiveness,pos
forlorn,neg
formality,pos
formidable,neg
forsake,neg
fortify,pos
fortitude,pos
fortunate,pos
forward,pos
foster,pos
fought,neg
founder,neg
fracture,neg
fragile,neg
fragrant,pos
frank,pos
frantic,neg
frantically,neg
fraud,neg
fraudulent,neg
fraught,neg
freak,neg
free,pos
freedom,pos
fresh,pos
fret,neg
fretful,neg
friend,pos
friendly,pos
friendship,pos
frighten,neg
frightful,neg
frigid,neg
frivolous,neg
frolic,pos
front,neg
frown,neg
frugal,pos
fruitful,pos
fruition,pos
fruitless,neg
frustrate,neg
frustration,neg
fugitive,neg
fulfill,pos
fulfillment,pos
fullness,pos
fumble,neg
fun,pos
fun,neg
funny,pos
furious,neg
fury,neg
fuss,neg
fussy,neg
futility,neg
gaiety,pos
gaily,pos
gain,pos
gall,neg
gallant,pos
gallantry,pos
gamble,neg
game,pos
garnish,pos
gash,neg
gaudy,neg
gay,pos
generate,pos
generosity,pos
generous,pos
genial,pos
genius,pos
gentle,pos
genuine,pos
germ,neg
get,neg
ghastly,neg
ghetto,neg
giddy,pos
gift,pos
gifted,pos
give,pos
glad,pos
gladden,pos
gladness,pos
glamorous,pos
glamour,pos
glare,neg
gleam,pos
glean,pos
glee,pos
glimmer,pos
glisten,pos
glitter,pos
gloat,neg
gloom,neg
gloomy,neg
glorify,pos
glorious,pos
glory,pos
glossy,pos
glow,pos
glum,neg
goddamn,neg
godlike,pos
godliness,pos
gold,pos
golden,pos
good,pos
goodbye,pos
goodness,pos
gorgeous,pos
grab,neg
grace,pos
graceful,pos
gracious,pos
graduation,pos
grand,pos
grandeur,pos
grapple,neg
grateful,pos
gratification,pos
gratify,pos
gratitude,pos
gratuitous,neg
grave,neg
great,pos
greatness,pos
greet,pos
grief,neg
grievance,neg
grieve,neg
grim,neg
grizzly,neg
groom,pos
grotesque,neg
growl,neg
grudge,neg
gruff,neg
grumble,neg
guarantee,pos
guardian,pos
guerrilla,neg
guide,pos
guilt,neg
guilty,neg
guise,neg
gullible,neg
gun,neg
gunmen,neg
gusto,pos
hack,neg
hackney,neg
hag,neg
haggard,neg
hallowed,pos
hamper,neg
hand,pos
hand,neg
handicap,neg
handsome,pos
handy,pos
hang,neg
haphazard,neg
hapless,neg
happiness,pos
happy,pos
harass,neg
harassment,neg
hard,neg
hardship,neg
hardy,pos
harm,neg
harmful,neg
harmless,pos
harmonious,pos
harmonize,pos
harmony,pos
harness,pos
harsh,neg
hassle,neg
hate,neg
hater,neg
hatred,neg
haughty,neg
haunt,neg
haven,pos
havoc,neg
hazard,neg
hazardous,neg
haziness,neg
hazy,neg
headache,neg
heal,pos
health,pos
healthful,pos
healthy,pos
heart,pos
heartily,pos
heartless,neg
heaven,pos
heavenly,pos
hectic,neg
hedge,neg
hedonistic,neg
heedless,neg
heinous,neg
hell,neg
help,pos
help,neg
helpful,pos
helpless,neg
helplessness,neg
hero,pos
heroic,pos
heroine,pos
heroism,pos
hideous,neg
highlight,pos
hilarious,pos
hinder,neg
hindrance,neg
hit,pos
hit,neg
hoard,neg
hobble,neg
hole,neg
hollow,neg
holy,pos
homage,pos
home,pos
homely,neg
honest,pos
honeymoon,pos
honor,pos
honorable,pos
hope,pos
hopeful,pos
hopeless,neg
horde,neg
horn,neg
horrible,neg
horrid,neg
horrify,neg
horror,neg
hospitable,pos
hostile,neg
hostility,neg
hot,neg
hug,pos
human,pos
humanitarian,pos
humanity,pos
humble,pos
humiliate,neg
humiliation,neg
humility,pos
humor,pos
humorous,pos
hung,neg
hunger,neg
hungry,neg
hunt,neg
hunter,neg
hurt,neg
hurtful,neg
hustle,neg
hustler,neg
hygiene,pos
hypocrisy,neg
hypocrite,neg
hysteria,neg
hysterical,neg
ideal,pos
idealism,pos
idiot,neg
idiotic,neg
idleness,neg
idol,pos
idolize,pos
ignoble,neg
ignorance,neg
ignorant,neg
ill,neg
illegal,neg
illegality,neg
illiterate,neg
illness,neg
illogical,neg
illuminate,pos
illustrious,pos
imagination,pos
imaginative,pos
immaculate,pos
immature,neg
immobility,neg
immoral,neg
immorality,neg
immortal,pos
immovable,neg
impair,neg
impartial,pos
impartiality,pos
impasse,neg
impatience,neg
impatient,neg
impede,neg
impediment,neg
imperative,pos
imperfect,neg
impersonal,neg
impervious,pos
impetuous,neg
impetus,pos
implicate,neg
implore,neg
importance,pos
important,pos
impose,neg
imprecision,neg
impress,pos
impressive,pos
imprison,neg
imprisonment,neg
improper,neg
improve,pos
improvement,pos
impulsive,neg
impunity,pos
impure,neg
impurity,neg
inability,neg
inaccessible,neg
inaccuracy,neg
inadequate,neg
inane,neg
inaugurate,pos
inauguration,pos
incapable,neg
incessant,neg
incompatibility,neg
incompatible,neg
incompetence,neg
incompetent,neg
inconsistency,neg
inconvenient,neg
incorrect,neg
incredible,neg
incurable,neg
indecent,neg
indefinite,neg
independence,pos
independent,pos
indescribable,pos
indeterminable,neg
indeterminate,neg
indicative,pos
indictment,neg
indifference,neg
indifferent,neg
indignation,neg
indispensability,pos
indispensable,pos
individuality,pos
indomitable,pos
indulge,neg
indulgence,pos
industrious,pos
ineffective,neg
ineffectiveness,neg
ineffectual,neg
ineffectualness,neg
inefficiency,neg
inequality,neg
inexact,neg
inexpensive,pos
inexplicable,neg
infallibility,pos
infallible,pos
infamous,neg
infect,neg
infection,neg
infer,pos
inference,pos
inferior,neg
inferiority,neg
infest,neg
infiltration,neg
inflame,neg
inflation,neg
inflict,neg
inform,pos
infraction,neg
infringement,neg
infuriate,neg
ingenious,pos
ingenuity,pos
ingratitude,neg
inherit,pos
inhibit,neg
inhibition,neg
inhumane,neg
injunction,neg
injure,neg
injurious,neg
injury,neg
innocence,pos
innocent,pos
innovate,pos
innovative,pos
inquisitive,pos
insane,neg
insecure,neg
insecurity,neg
insensible,neg
inseparable,pos
insidious,neg
insight,pos
insignificant,neg
insinuate,neg
insistent,pos
insolence,neg
insolent,neg
inspiration,pos
inspirational,pos
inspire,pos
instability,neg
instable,neg
instinctive,pos
insufficiency,neg
insufficient,neg
insult,neg
integrity,pos
intellect,pos
intellectual,pos
intelligence,pos
intelligent,pos
intelligible,pos
intercede,pos
intercourse,pos
interest,pos
interested,pos
interfere,neg
interference,neg
interpose,pos
interrupt,neg
interruption,neg
intervention,neg
intimacy,pos
intimate,pos
intimidate,neg
intolerable,neg
intoxicate,neg
intricate,pos
intrigue,pos
intrude,neg
intruder,neg
intrusion,neg
inundate,neg
inundated,neg
invade,neg
invalid,neg
invaluable,pos
inventor,pos
invincible,pos
invisible,neg
invitation,pos
invite,pos
involuntary,neg
involve,neg
invulnerable,pos
irk,neg
iron,neg
ironic,neg
irony,neg
irrational,neg
irregular,neg
irregularity,neg
irresistible,pos
irresponsible,neg
irritable,neg
irritation,neg
isolate,neg
jail,neg
jar,neg
jeer,neg
jeopardize,neg
jeopardy,neg
jerk,neg
jest,pos
jittery,neg
jobless,neg
join,pos
jointly,pos
joke,pos
jolly,pos
